id,title,original_title,release_year,vote_average,genres,cast,director,overview,poster_url,poster_local,tmdb_id,runtime,tagline
8587,狮子王,The Lion King,1994,8.0,"Family, Animation, Drama, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,　　辛巴是荣耀王国的小王子，他的父亲穆法沙是一个威严的国王。然而叔叔刀疤却对穆法沙的王位觊觎已久。要想坐上王位，刀疤必须除去小王子。于是刀疤利用种种借口让辛巴外出，然后伺机大开杀戒，无奈辛巴被穆法沙及时来救。在反复的算计下，穆法沙惨死在刀疤手下。刀疤一方面别有用心地劝辛巴离开，一方面派人将他赶尽杀绝。辛巴逃亡中遇到了机智的丁满和善良的彭彭，他们抚养辛巴长成雄壮的大狮子，鼓励他回去森林复国。在接下来一场复国救民的斗争中，辛巴真正长成一个坚强的男子汉，领会了责任的真谛。,https://image.tmdb.org/t/p/w500/eFtJyNhv339OHknjFNq76bkxPlw.jpg,assets/posters/8587.jpg,8587,89,
98,角斗士,Gladiator,2000,7.9,"Action, Drama, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,马克西蒙斯是罗马帝国战功显赫，受人拥戴的大将军。老国王马库斯·奥利利乌斯对大将军赏识有加，有意加冕于他。老国王对将军这种超越亲情的宠爱自然招来太子康莫迪乌斯的妒忌与不安，太子伺机杀害父亲，抢先登上王位，并马上下令诛杀大将军一家。马克西蒙斯死里逃生躲过暴君的魔爪，可是他所有的家人都未能幸免于难，返回家园，他只看到满目疮痍的破败景象。走投无路的马克西蒙斯只能投身为奴，从昔日的大将军沦为一名角斗士，在血腥厮杀中苟且求生。凭借英勇的气魄和高超的武艺，马克西蒙斯渐渐脱颖而出，晋级到罗马的大角斗场。这一次，他的剑直指暴君康莫迪乌斯，失去亲人的痛苦，沦为奴隶的屈辱，在马克西蒙斯的内心燃起了熊熊怒火。,https://image.tmdb.org/t/p/w500/7vOUGVXVmqBf23GaUMjiLyZ8iXM.jpg,assets/posters/98.jpg,98,155,英雄崛起。
1930,超凡蜘蛛侠,The Amazing Spider-Man,2012,6.5,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,童年的一起突发事件，令彼得·帕克和父母生离死别。转眼彼得成为一名高中生，他偶然发现父亲的公文包，并从叔父本处得到线索，于是启程前往奥斯库公司拜访父亲当年的合作伙伴——科特·康纳斯博士。在公司内四处寻找线索的彼得意外被蜘蛛咬了一口，回程途中他的身体发生奇异的变化。在康纳斯博士德引导下，彼得不断了解并发掘体内着超乎寻常的能力，喜怒哀乐，各种意想不到的事情迅速向他袭来。直到某日，他便成了影响深远的超级战士蜘蛛侠。而城市内也出现了凶恶的蜥蜴人，彼得不平凡的人生就此展开。,https://image.tmdb.org/t/p/w500/ppwZ5K8743c5iGEPsqCSCvlpy13.jpg,assets/posters/1930.jpg,1930,136,不为人知的故事开始了
674,哈利·波特与火焰杯,Harry Potter and the Goblet of Fire,2005,7.5,"Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,这是一个不同寻常的学期，魔法学校的盛事：三强争霸赛将在霍格沃茨举行。学生们争先报名，希翼获得永恒无上的荣誉。火焰杯在选出三所学校的三名勇士后，竟将未足年龄的哈利也挑选出来。哈利的当选引起其他学生的嫉妒连连，就连铁哥们罗恩也首次和他闹起了别扭，哈利感到孤立无援，还好有教父小天狼星和赫敏一直支持他。可总有些好事者如记者丽塔等着看他的好戏。天知道这场比赛是何等艰辛危险，在龙的眼皮下偷蛋，潜入湖底救人，在迷宫中探险……一不小心，甚至可能付出生命的代价。黑魔王伏地魔的威胁渐渐显现，每一天都险象环生，动人心弦。,https://image.tmdb.org/t/p/w500/wFWTByIUYjtB113HTriXJXTN13S.jpg,assets/posters/674.jpg,674,157,前面的路艰险重重
49047,地心引力,Gravity,2013,7.3,"Sci-Fi, Thriller, Drama","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,瑞恩·斯通博士是一位才华横溢的医学工程师，正在执行她的首次航天飞机任务。此次飞行由资深宇航员马特·科沃斯基指挥，也是他退休前的最后一次飞行。然而，在一次看似常规的太空行走中，灾难突袭。航天飞机被毁，斯通和科沃斯基陷入彻底的孤立——他们除了彼此之外无所依附，旋转着坠入无垠的黑暗。死寂的无声告诉他们，与地球的任何联系都已中断，获救的希望微乎其微。当恐惧转为恐慌，每一次呼吸都在耗尽所剩无几的氧气。然而，回家的唯一途径，或许竟是向更浩瀚骇人的太空深处进发。,https://image.tmdb.org/t/p/w500/8iPnmXqknVGlDmhhJvp41QIrSd0.jpg,assets/posters/49047.jpg,49047,91,史上最强太空科幻电影
87827,少年派的奇幻漂流,Life of Pi,2012,7.2,"Adventure, Drama","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 Rafe Spall 饰）无意间得知派·帕帖尔（伊尔凡·可汗 Irrfan Khan 饰）的传奇故事。派的父亲（阿迪勒·侯赛因 Adil Hussain 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 Suraj Sharma 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 Gérard Depardieu 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意外开始了……,https://image.tmdb.org/t/p/w500/eDUzhpGbIjIcdzsstlbEksn1n7A.jpg,assets/posters/87827.jpg,87827,127,不凡历程 不虚此生
49521,超人：钢铁之躯,Man of Steel,2013,6.5,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,氪星人乔·艾尔（罗素·克劳 Russell Crowe 饰）抵死反抗佐德将军（迈克尔·珊农 Michael Shannon 饰）的邪恶计划，冒险将刚出生不久的儿子卡尔·艾尔送到地球。卡尔降落在美国堪萨斯一座小镇，他幸运地成为乔纳森·肯特（凯文·科斯特纳 Kevin Costner 饰）和玛莎（黛安·莲恩 Diane Lane 饰）的养子，并且得名克拉克。克拉克从小显露出与众不同的能力与特征，但这些带给他惊讶的同时还有数不清的烦恼。通过养父的引导，克拉克（亨利·卡维尔 Henry Cavill 饰）慢慢弄清自己的身世以及所肩负的使命。终于有一天，遥远故乡的“同胞”莅临地球。站在故乡与地球、邪恶与正义的两端，超人即将面临重大的抉择……,https://image.tmdb.org/t/p/w500/xXCWxNeSrdsv6DJwWblzEeAXuh7.jpg,assets/posters/49521.jpg,49521,143,你会相信一个人可以飞翔
102899,蚁人,Ant-Man,2015,7.0,"Sci-Fi, Adventure, Action","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,前工程师斯科特·朗（保罗·路德 Paul Rudd 饰）由于劫富济贫进了监狱，出狱后的他为了争取看望女儿的权利又走上了盗窃之路。没想到一次意外的偷盗事件让他成为了新一代“蚁人”，老蚁人汉克.皮姆博士（迈克尔·道格拉斯 Michael Douglas 饰）成为了他的导师，可皮姆博士的女儿霍普（伊万杰琳·莉莉 Evangeline Lilly 饰）却并不看好他。但是危机迫在眉睫，为了对付强大的敌人拯救世界，斯科特不得不叫来自己的一帮狐朋狗友帮助自己完成一个不可能完成的任务。而取得任务的成功也是斯科特挽回女儿的关键，屌丝能否逆袭就看最后一击。,https://image.tmdb.org/t/p/w500/suZW9guVIfFvlAM1vCiDVyJMyTs.jpg,assets/posters/102899.jpg,102899,117,复联新英雄强势登场 绝地反击的秘密武器
675,哈利·波特与凤凰社,Harry Potter and the Order of the Phoenix,2007,7.4,"Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,逃过摄魂怪的追杀，通过魔法部的审查，哈利终于回到美丽的霍格沃兹。然而这个学期并不轻松，他不仅要完成魔法等级考试，还要应对夜晚的噩梦和黑魔法防御课老师乌姆里奇的打压。在好友的支持下，哈利秘密组建了邓不利多军团，与大家一起练习黑魔法防御术。噩梦中，哈利总是以伏地魔的视角出现，似乎他们之间有着某种神秘的联系。在邓不利多的指示下，哈利向斯内普教授学习大脑封闭术，却鲜有成效。终于在一次噩梦的诱使下，哈利偏执的赶往魔法部营救小天狼星，却不想陷入伏地魔的圈套，引发凤凰社与食死徒之间的正面冲突。在混战中，小天狼星不幸遇难。究竟哈利与伏地魔之间有着怎样的联系？在悲恸中，邓不利多为哈利揭开谜底，哈利还有更长、更艰难的路要走……,https://image.tmdb.org/t/p/w500/vTRfNdAzQet1kRpEYRfEqSixklh.jpg,assets/posters/675.jpg,675,138,反动就要开始
862,玩具总动员,Toy Story,1995,7.7,"Family, Comedy, Animation, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,在胡迪的带领下，安迪的玩具们一直在他的房间里快乐地生活着，直到安迪的生日将巴斯光年带入这个大家庭。由于害怕自己在安迪心中的地位被取代，胡迪对这位新成员心存忌惮并密谋排挤。然而当各种意外将巴斯和胡迪与主人分离后，这对冤家逐渐学会了搁置分歧、携手共渡难关。[皮克斯],https://image.tmdb.org/t/p/w500/tXAhMF48GYcmzhm45Iw4GDjNnB9.jpg,assets/posters/862.jpg,862,81,坚持下去 喜剧将无限延伸
10528,大侦探福尔摩斯,Sherlock Holmes,2009,7.0,"Adventure, Crime, Mystery","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,大侦探福尔摩斯（小罗伯特·唐尼 Robert Downer Jr. 饰）即使在置人于死地之时也异常的逻辑清晰，然而办案时有条不紊的他在私底下的生活中简直就是个“怪胎”，至少在他的助手华生医生（裘德·洛 Jude Law饰）眼中他是这样一个人。他们亲手绳之以法的“黑暗巫师”布莱克大人（马克·斯特朗 Mark Strong 饰）在临死前说死亡即是开始，随后艾琳·艾德勒（瑞秋·麦克亚当斯 Rachel McAdams 饰）出现在他的身边要他帮忙找个失踪的人，而她身边有个影子般可怕人物。坊间传说黑暗巫师已经复活，他的墓地遭到破坏，而躺在棺材里的人另有其人。又到了大侦探福尔摩斯出马的时候了，然而调查过程从一开始就险象环生，助手华生医生在调查中更是险些丧命，福尔摩斯也陷入连串的迷团之中。,https://image.tmdb.org/t/p/w500/qZDlLFErloz1R3gTYAVPkr2wjiv.jpg,assets/posters/10528.jpg,10528,128,
75656,惊天魔盗团,Now You See Me,2013,7.3,"Thriller, Crime","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,不夜赌城拉斯维加斯，豪华的表演大厅内正在进行一场前所未有的魔术表演，由丹尼尔·阿特拉斯（Jesse Eisenberg）、亨莉·里维斯（Isla Fisher）、杰克·怀尔德（Dave Franco）和梅里特·麦克金尼（Woody Harrelson）四位魔术师组成的“四骑士”配合天衣无缝，在众目睽睽之下偷来了某法国银行金库内350万欧元纸币，此举在现场至全世界引起轰动。FBI探员罗德（Mark Ruffalo）和国际刑警埃尔玛·德雷（Mélanie Laurent）奉命对四人展开调查，却一无所获。无奈之下，他们只得求助于极具名气的揭露魔术师布莱德利（Morgan Freeman）。  魔术师、盗贼、FBI探员，光影交错下最精彩的较量，连番上演……,https://image.tmdb.org/t/p/w500/msyRoSgpO7hbq1oK646MRoS4ASN.jpg,assets/posters/75656.jpg,75656,115,4位了不起的魔术师。3个不可能的抢劫。10亿美元。这不是幻想。
209112,蝙蝠侠大战超人：正义黎明,Batman v Superman: Dawn of Justice,2016,5.7,"Action, Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事发生在大都会之战 18 个月后，在那场战斗中许多建筑和市民惨遭波及。因为超人（亨利·卡维尔 饰）帮助人类解决了很多问题而被当做神来膜拜，但超人也因与佐德之战对城市造成的破坏而遭到逮捕和审讯，一度成为都市传说的蝙蝠侠韦恩（本·阿弗莱克 饰）重新出现在人们面前，他似乎正是为了惩罚超人而来。年轻的富豪莱克斯·卢瑟（杰西·艾森伯格 饰）又在二者的矛盾中挑拨离间，神秘的戴安娜·普林斯（盖尔·加朵 饰）也因自己的目的介入其中……,https://image.tmdb.org/t/p/w500/99awnNv2yHCeeMmCLpbwqhDLaLa.jpg,assets/posters/209112.jpg,209112,152,正义还是复仇
857,拯救大兵瑞恩,Saving Private Ryan,1998,7.9,"War, Drama, History","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,二战诺曼底登陆战中，约翰·米勒上尉率领一支小分队深入战区，奉命寻找二等兵詹姆斯·瑞恩并将其送回美国母亲身边——这位母亲已在这场战争中失去了另外三个儿子。,https://image.tmdb.org/t/p/w500/8pqkvhFaWCaQTWVDcWde127VixT.jpg,assets/posters/857.jpg,857,169,任务是拯救一个人
767,哈利·波特与混血王子,Harry Potter and the Half-Blood Prince,2009,7.4,"Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,食死徒开始肆无忌惮横行于麻瓜和魔法两个世界中，霍格沃茨内忧外患，危机重重。邓不利多带着哈利辗转找到隐居多年的霍拉斯·斯拉格霍恩，请他出山接替斯内普担任魔药学的老师。霍拉斯曾经教授过无数优秀的学生，而汤姆·里德尔——伏地魔正是他最出色的一名弟子。邓不利多深信霍拉斯保有伏地魔不死身的秘密，他希望哈利能够说服霍拉斯交出秘密。另一方面，德拉科·马尔福宣誓效忠伏地魔，他想方设法将食死徒引入霍格沃茨。而此时，罗恩、赫敏他们却还沉浸在青春的躁动中，全然不知黑暗正渐渐逼近……,https://image.tmdb.org/t/p/w500/aNDhtiAudIoEnTAI7z5igghhW5u.jpg,assets/posters/767.jpg,767,153,黑暗的秘密已然揭晓
109445,冰雪奇缘,Frozen,2013,7.3,"Animation, Family, Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Livvy Stubenrauch",Various Directors,在四面环海、风景如画的阿伦黛尔王国，生活着两位可爱美丽的小公主，艾莎和安娜。艾莎天生具有制造冰雪的能力，随着年龄的增长，她的能力越来越强，甚至险些夺走妹妹的生命。为此国王紧闭宫门，也中断了两姐妹的联系。悲哀的海难过后，艾莎（伊迪娜·门泽尔 Idina Menzel 配音 ）终于到了加冕的年龄，各国王公齐来祝贺。艾莎战战兢兢，唯恐被人识破隐藏了多年的秘密。然而当听说安娜（克里斯汀·贝尔 Kristen Bell 配音）将要和初次见面的南埃尔斯王子汉斯（圣蒂诺·方塔纳 Santino Fontana 配音）结婚时，依然情绪失控露出了马脚。在此之后她逃到山中，构建了属于自己的冰雪王国，而阿伦黛尔也陷入可怕的寒冷之中。安娜独自来到山中，在山民克斯托夫（乔纳森·格罗夫 Jonathan Groff 配音）的帮助下总算来到姐姐的宫殿，她能否让国家重新找回失落的绿意？,https://image.tmdb.org/t/p/w500/vMBtfmxa9KN8ituT6Y4m8xRP1kt.jpg,assets/posters/109445.jpg,109445,102,最冷酷的世界 都将热雪沸腾
9806,超人总动员,The Incredibles,2004,7.4,"Action, Adventure, Animation, Family","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,鲍勃是一个超人特工，他惩恶扬善，深受街坊邻里的爱戴。“不可思议”先生就是他的光荣外号。他和另一个超人特工“弹力女超人”相爱，两人结婚后过上平静的生活。15年过去了，鲍勃已经像普通人一样生活，当上了保险公司的理赔员。然而他心中还是有着技痒之时。当他知道有发明家要展开攻击超人特工队、毁灭人类的计划，鲍勃终于按捺不住了。他要重出江湖，挽救人类护卫地球。但中年的超人已经大腹便便，他和敌人的斗争充满了悬念。鲍勃的妻子也跟丈夫一起投入到这场艰巨的战争中。,https://image.tmdb.org/t/p/w500/9itP38fD0srB6pIAODUY4cVFYzk.jpg,assets/posters/9806.jpg,9806,115,
24,杀死比尔,Kill Bill: Vol. 1,2003,7.7,"Action, Crime","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,这是一部令人眼花缭乱，绝对能带给您感官刺激的动作电影。一个新娘（乌玛•瑟曼Uma Thurman饰）在自己的婚礼上遭到了暗杀，婚礼瞬间变成了一片狼籍的红色。幸运的是，新娘并没有就此消失，而是在四年后苏醒过来，并且接受了高强度的各种各样的武术训练，开始踏上了自己的复仇之路，在世界各地寻找给自己带来灾难的人。当然，她也遇到了许多阻碍。日本杀手（刘玉玲饰）就是其中之一。这场红色的复仇之路究竟伸向何处，又有多曲折呢？,https://image.tmdb.org/t/p/w500/2xpk1P7xqDI1tZeK8bkSJbOwPpP.jpg,assets/posters/24.jpg,24,111,新娘来了。
198663,移动迷宫,The Maze Runner,2014,7.0,"Action, Mystery, Sci-Fi, Thriller","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,男孩托马斯（迪伦·欧布莱恩 Dylan O'Brien 饰）在电梯中醒来，奇怪的是他除了名字之外什么都记不得。当电梯打开，他来到了一个陌生的地方“林间空地”。这里四周被高大的石头墙包围着，墙内住着许多男孩，有纽特（托马斯·桑斯特 Thomas Sangster 饰）、查克（布雷克·库珀 Blake Cooper 饰）、米诺（李基弘 Ki Hong Lee 饰）等人，他们都被困在迷宫里，而墙外还有一群巨大的怪兽威胁着。一天，电梯为他们送来了一个女孩特雷莎（卡雅·斯考达里奥 Kaya Scodelario 饰），她是来这里的第一个女孩。此后，迷宫逐渐开始发生变化，一切都陷入了混乱中，托马斯和特雷莎决定一起走上破解迷宫之路，找出迷宫背后令人不寒而栗的秘密。影片改编自詹姆斯·达什纳撰写的同名反乌托邦科幻小说三部曲的第一本。 ©豆瓣,https://image.tmdb.org/t/p/w500/qckzoRTv9CplC7P6kKeNNrCQCvN.jpg,assets/posters/198663.jpg,198663,113,记忆。 生存。 奔跑。
72190,僵尸世界大战,World War Z,2013,6.7,"Action, Horror, Sci-Fi, Thriller","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,费城一个毫无征兆的宁静早晨，前联合国调查员盖瑞·雷恩（布拉德·皮特 Brad Pitt 饰）驾车载着妻子凯伦（米瑞·伊诺丝 Mireille Enos 饰）和两个女儿蕾切尔（Abigail Hargrove 饰）、康妮（Sterling Jerins 饰）外出。谁知原本快乐的气氛很快变为恐慌与死亡所替代，连环的爆炸，惊恐逃散的人群，无序的车祸以及啃咬他人的丧尸，繁华大都会转瞬沦陷。盖瑞费尽九牛二虎之力带着妻女逃生，最终逃到联合国副秘书长所在的航母上，进而得知包括美国总统在内的数名大国首脑均已死亡，丧尸病毒业已蔓延全球。为了阻止世界毁灭，格里无奈受命，和来自哈佛的病毒学博士法斯巴克（Elyes Gabel 饰）前往病毒的源头之地寻找解除危机的办法。  这是一场几乎完全没有希望且充满磨难的征程，世界命运危在旦夕……,https://image.tmdb.org/t/p/w500/9cDs0D3ySShIQVBDMUaWn7OvgtA.jpg,assets/posters/72190.jpg,72190,116,期待奇迹就是最纯粹的绝望
240832,超体,Lucy,2014,6.3,"Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,居住在台北的年轻女子露西，被迫成为“人体快递”， 胃里被黑帮植入一种新型病毒，在一次被暴打后，胃里的病毒融入血液，从而使她意外拥有了用意念便可控制周围物体的超能力，比如预见未来、用意念移动物品、消除疼痛、瞬间变身等。她的顽强反抗和逃脱也因此引起非法组织的追杀，在调查非法组织并与之斗争的同时，自己的生命也在迅速走向消亡，在挽救生命、寻找真相的道路上，露西从手无缚鸡之力的弱女子逐渐成长为一名无所不能、无所不在的超级女英雄。,https://image.tmdb.org/t/p/w500/URbh8kKuNzegDy8PCXwNk80lar.jpg,assets/posters/240832.jpg,240832,89,我，无处不在
137113,明日边缘,Edge of Tomorrow,2014,7.6,"Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,未来世界陷入外星人入侵的恐慌中，军事演说家凯奇少校畏惧上战场，他从没想过将军会让他去指挥即将开始的“诺曼底战役”，拒绝接受命令之后将军居然恶整了他，那就是把他当做逃兵扔进了军营中。凯奇被归入了J小队中进行战斗，战役的第一天就惨死在战场，没想到这一死让他拥有了时空循环的能力，而唯一相信他的人就是被称为“全金属战士”的丽塔·沃拉塔斯基。二人开始了时空循环作战，在训练凯奇的同时他们发现了控制时间的奥秘，这与外星人“主脑”欧米茄有关，但是唯一能取得胜利的方法就是让凯奇不断死去、不断重启时间。在不断重复登陆那天的战斗的同时，凯奇越来越不想失去丽塔……,https://image.tmdb.org/t/p/w500/pBmA5w8lPl2eXW6FQ7Jgj0P2yI4.jpg,assets/posters/137113.jpg,137113,113,生 死 轮回
329,侏罗纪公园,Jurassic Park,1993,7.6,"Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,哈蒙德立志要建立一个非同寻常的公园：恐龙将是这个公园的主角。他把众多科学家收归旗下，利用琥珀里面困住的远古蚊子体内的血液，提取出恐龙的基因信息，利用这些信息培育繁殖恐龙。结果如愿以偿，他把怒布拉岛建立成了一个恐龙公园，坚信可以从中赚取大钱。然而，科学家们则忧心忡忡。不幸的事情果然发生了。虽然公园有电脑系统管理，但却因为被员工破坏而造成了无法挽救的失控：所有的恐龙逃出了控制区，人们纷纷逃窜却逃不过恐龙的魔爪。恐龙自相残杀，人们亦死难无数，最后幸存者寥寥，只得四人逃出生天。怒布拉岛上空弥漫着恐怖的气息。,https://image.tmdb.org/t/p/w500/yA7cGO80LoWvP49pEXCkcQmDd4o.jpg,assets/posters/329.jpg,329,127,一场跨越六千五百万年的冒险之旅。
131631,饥饿游戏3：嘲笑鸟（上）,The Hunger Games: Mockingjay - Part 1,2014,6.6,"Sci-Fi, Adventure, Thriller","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,　　凯特尼斯·伊夫狄恩，燃烧的女孩，虽然她的家被毁了，可她却活了下来。盖尔也逃了出来，凯特尼斯的家人也安全了，皮塔被凯匹特抓走了。十三区并不真的存在，出现了反抗，出现了新的领导者，一个革命的序幕正在缓缓拉开。凯特尼斯从噩梦般的竞技场逃出来是已经设计好的，她是反抗运动的参与者，也是设计好的，而她对此并不知情。十三区从隐蔽处出来了，并计划推翻凯匹特的统治。似乎每个人都参与了这项精心策划的行动，而只有凯特尼斯并不知情。反抗运动将凯特尼斯卷入了漩涡，她被迫成为棋子，她被迫为许多人的使命负责，不得不肩负起改变帕纳姆国的未来的负责。为了做到这一切，她必须抛却愤怒和不信任，她必须要成为反抗者的嘲笑鸟――不管要付出多大的代价。,https://image.tmdb.org/t/p/w500/7RQXoxZ0psAiSQXxm8BYN3o09yL.jpg,assets/posters/131631.jpg,131631,123,游戏升级，全面开战
1892,星球大战6：绝地归来,Return of the Jedi,1983,7.9,"Adventure, Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,银河帝国再度建造威力更强大、更坚不可破的“死星”，邪恶的势力又再一次威胁莱娅公主所领导的反抗军。莱娅公主等人前去援救被贾巴囚禁的索罗船长，却失败被贾巴捉住，最后在卢克·天行者的支持下，众人才成功逃出。卢克前往大师尤达的住所，即将离世的尤达告诉他一个令人震惊的事实：达斯·维德正是他的父亲！尽管如此，卢克仍重新加入反抗军的行列，并准备攻打帝国军新建的死星。此时，帝国皇帝达斯·西迪厄斯也正在新死星上，他设下了陷阱准备诱捕卢克。独闯虎穴的卢克无法抵御代表黑暗最高势力的西迪厄斯的西斯闪电，奄奄一息陷入绝境。身处一旁的达斯·维德眼见儿子即将死去，终于觉醒，为保护卢克而与皇帝同归于尽。安纳金·天行者终于恢复了善良的本性，在卢克“父亲！父亲！”呼唤声中，他释然地微笑着死去。,https://image.tmdb.org/t/p/w500/vGslFvhmMsFRfN956B1UDOfjR1C.jpg,assets/posters/1892.jpg,1892,131,帝国崩塌……
49538,X战警：第一战,X-Men: First Class,2011,7.1,"Action, Sci-Fi, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,年轻的X教授查尔斯（詹姆斯·麦卡沃伊 James McAvoy 饰）和万磁王埃里克（迈克尔·法斯宾德 Michael Fassbender 饰）是一对志向相投的好朋友。他们最早发现了自己的超能力，并与其他几个变种人一起在CIA工作。引发埃里克超能力的纳粹战争犯肖（凯文·贝肯 Kevin Bacon 饰）一直试图挑起核战争，而想方设法挑起美苏两国的矛盾。埃里克和查尔斯一直与肖手下的变种人战斗，努力阻止肖的阴谋。肖怂恿苏联引发古巴导弹危机，查尔斯和埃里克获知消息后，在海湾与肖手下的变种人拉开了对决的一战。最终，肖被查尔斯和埃里克合力消灭。可是，在这个过程中，埃里克逐渐被肖的政治观点影响，与查尔斯产生裂痕。通过海湾的这一战，埃里克和查尔斯最终决裂，一方是支持人类与变种人和平共存的X教授；另一方坚持通过消灭人类换来变种人兴起的观点，自称万磁王……,https://image.tmdb.org/t/p/w500/2ANxv25xdvO1epNslQMVAZNAcXi.jpg,assets/posters/49538.jpg,49538,132,见证改变世界的时刻
58,加勒比海盗2：聚魂棺,Pirates of the Caribbean: Dead Man's Chest,2006,7.0,"Adventure, Fantasy, Action","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,迷人的杰克船长又回来了，这次，他遇到了更为强大的敌人——传说中的不死人大卫·琼斯，他驾驶着让人恐惧的“飞行荷兰人”号快船，在速度与装备上，没有任何船能够超越它。杰克船长欠下琼斯一个血债，他必须赶在最后时限到来之前，找到破解的方法，否则他会永远背负血债，并且在余生永远成为琼斯的奴隶。,https://image.tmdb.org/t/p/w500/72vRdR3iT2vv1ZpYmveOvnFJgJk.jpg,assets/posters/58.jpg,58,151,杰克船长回来了！
120467,布达佩斯大饭店,The Grand Budapest Hotel,2014,8.0,"Comedy, Drama","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,韦斯·安德森以其冷峻机锋与视觉奇想，在两次世界大战之间旧世浮华的欧洲舞台上，铺陈开这场精致的冒险轶事。在奢华非凡的布达佩斯大饭店中，礼宾员古斯塔沃先生与他的年轻门生零因卷入一起无价文艺复兴画作失窃案与巨额家族遗产争夺战而建立起坚不可摧的羁绊——而此时整个大陆正被政局动荡所吞噬。这部精心雕琢的作品既是酣畅淋漓的流浪汉传奇，亦是对逝去世界之辉煌与友谊的深情颂歌。[标准收藏],https://image.tmdb.org/t/p/w500/1Hd0xHLGnu4TRcq0lYG50KbAxfb.jpg,assets/posters/120467.jpg,120467,100,D夫人巨额财产谋杀案，围绕其猝死的最骇人听闻事件！
264660,机械姬,Ex Machina,2015,7.6,"Drama, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,片中，伊萨克饰演一名神秘的亿万富翁，格里森饰演他公司的一名程序员，后者由于赢得公司一项幸运大奖而被邀请到老板的别墅共度周末。这栋别墅隐匿于林间，它其实是一座高科技的研究所。在那里，格里森被介绍给名为“伊娃”的人工智能机器人(艾丽西卡·维坎德 饰演)，原来他被邀请到这里的真正目的是进行针对伊娃的“图灵测试”(注：一项由图灵提出的测试机器是否具备人类智能的的著名实验）……,https://image.tmdb.org/t/p/w500/cHwEZ228z5nbwjbiMWC4QMBljtq.jpg,assets/posters/264660.jpg,264660,108,
